id;total_personas;personas15_65;personas65;padron;long;lat;urbano
647;187;135;7;142;-70,78554399;-33,51016074;1
648;171;114;12;126;-70,7870084;-33,51012808;1
649;54;34;16;50;-70,77326864;-33,51053941;1
650;98;69;6;75;-70,78366688;-33,51032979;1
651;96;74;5;79;-70,79205489;-33,51045574;1
652;128;96;6;102;-70,79807714;-33,51012378;1
653;32;21;5;26;-70,77403781;-33,51040892;1
654;62;0;0;0;-70,72852256;-33,51128571;0
655;190;121;11;132;-70,78881562;-33,51015739;1
656;128;79;23;102;-70,76863675;-33,5111634;1
657;108;80;4;84;-70,79246042;-33,51049447;1
658;167;120;16;136;-70,77474441;-33,51103903;1
659;52;39;5;44;-70,77522701;-33,51150124;1
660;44;33;0;33;-70,7929606;-33,5101534;1
661;105;70;18;88;-70,74112088;-33,51096621;1
662;136;98;9;107;-70,78427102;-33,51048001;1
663;147;106;15;121;-70,77989785;-33,5105842;1
664;93;59;20;79;-70,74202747;-33,51123972;1
665;54;31;17;48;-70,77056645;-33,51058668;1
666;64;48;11;59;-70,77737778;-33,51047678;1
667;137;101;13;114;-70,78129561;-33,51060571;1
668;457;299;69;368;-70,74284664;-33,51326886;1
669;284;191;21;212;-70,78741523;-33,51045446;1
670;70;37;19;56;-70,74346653;-33,51155234;1
671;176;115;15;130;-70,7899353;-33,51040978;1
672;71;48;6;54;-70,78614177;-33,51045092;1
673;316;203;66;269;-70,74405028;-33,51217375;1
674;61;40;15;55;-70,74449587;-33,51145454;1
675;170;106;13;119;-70,78524391;-33,51055052;1
676;144;107;7;114;-70,79798705;-33,51046749;1
677;191;132;10;142;-70,78886855;-33,51052228;1
678;46;27;16;43;-70,76074923;-33,51125242;1
679;248;150;63;213;-70,74523281;-33,51218066;1
680;195;132;42;174;-70,75392893;-33,51157073;1
681;93;71;4;75;-70,79287625;-33,51070306;1
682;98;69;6;75;-70,78310305;-33,51077623;1
683;304;215;64;279;-70,75103405;-33,51235434;1
684;307;188;73;261;-70,74632348;-33,51230282;1
685;82;59;0;59;-70,79327632;-33,5107442;1
686;22;13;6;19;-70,74682194;-33,51126884;0
687;96;66;5;71;-70,78374945;-33,51073675;1
688;21;18;0;18;-70,77400377;-33,51093494;0
689;83;58;4;62;-70,77742126;-33,51081991;1
690;78;62;0;62;-70,72581219;-33,48046637;1
691;60;42;8;50;-70,73764248;-33,47321597;1
692;84;56;12;68;-70,73266138;-33,48047653;1
693;94;71;11;82;-70,74078799;-33,48039479;1
694;74;58;4;62;-70,74984772;-33,4801016;1
695;77;61;7;68;-70,73835792;-33,4802623;1
696;62;47;6;53;-70,72459335;-33,48051865;1
697;78;61;4;65;-70,72697646;-33,48061615;1
698;69;52;11;63;-70,74344188;-33,48056617;1
699;111;75;13;88;-70,72815136;-33,48064133;1
700;38;28;4;32;-70,73510004;-33,480359;1
701;110;84;12;96;-70,72985778;-33,48065878;1
702;93;67;10;77;-70,73288375;-33,48078538;1
703;106;87;4;91;-70,74955347;-33,48038403;1
704;65;51;0;51;-70,72610743;-33,48070153;1
705;18;0;0;0;-70,73549264;-33,48053473;0
706;67;45;10;55;-70,72488514;-33,48076373;1
707;102;79;10;89;-70,73997044;-33,48082679;1
708;51;40;0;40;-70,73727862;-33,48066965;1
709;98;66;10;76;-70,72844149;-33,48088775;1
710;140;107;6;113;-70,74926852;-33,48065631;1
711;99;78;6;84;-70,74159838;-33,48084135;1
712;99;78;12;90;-70,73320574;-33,48100039;1
713;52;35;4;39;-70,73186972;-33,480601;1
714;105;74;16;90;-70,73508478;-33,48089119;1
715;45;36;0;36;-70,73588825;-33,48072158;1
716;83;60;9;69;-70,72639411;-33,48093828;1
717;104;86;8;94;-70,74255911;-33,48105658;1
718;75;54;7;61;-70,72516702;-33,48100272;1
719;151;119;10;129;-70,7489844;-33,48092852;1
720;89;68;12;80;-70,74197807;-33,48105675;1
721;81;57;14;71;-70,72872191;-33,48112565;1
722;82;68;9;77;-70,74040481;-33,48108107;1
723;90;65;0;65;-70,73041475;-33,48112826;1
724;87;56;26;82;-70,750446;-33,49664141;1
725;94;71;13;84;-70,73428625;-33,47350504;1
726;117;85;7;92;-70,73355319;-33,4811983;1
727;49;37;0;37;-70,72691924;-33,48106131;1
728;69;43;13;56;-70,73720864;-33,48103973;1
729;53;31;12;43;-70,75359015;-33,48961144;1
730;50;32;8;40;-70,73192566;-33,48093211;1
731;214;161;19;180;-70,74739507;-33,48194273;1
732;72;52;11;63;-70,7254501;-33,4812402;1
733;91;68;9;77;-70,74289536;-33,4813339;1
734;84;57;17;74;-70,73857913;-33,48112497;1
735;74;54;7;61;-70,72741601;-33,4812522;1
736;71;53;4;57;-70,75835734;-33,48070628;1
737;36;27;5;32;-70,73621619;-33,48105298;1
738;117;85;8;93;-70,73381784;-33,48140587;1
739;97;76;9;85;-70,7290037;-33,4813564;1
740;112;86;0;86;-70,75987233;-33,48098545;1
741;77;51;11;62;-70,73066624;-33,48140066;1
742;141;105;13;118;-70,73408368;-33,48158559;1
743;44;23;0;23;-70,74404407;-33,4813365;1
744;94;82;5;87;-70,73703376;-33,48137863;1
745;1767;1317;103;1420;-70,75507163;-33,48280767;1
746;47;31;0;31;-70,72776627;-33,48145236;1
747;71;53;4;57;-70,73198039;-33,48126241;1
748;94;61;16;77;-70,72926103;-33,48161969;1
749;58;39;10;49;-70,73594005;-33,48137043;1
750;105;77;7;84;-70,74113355;-33,48148082;1
751;77;52;9;61;-70,73835546;-33,48144582;1
752;151;111;11;122;-70,73435447;-33,48176212;1
753;87;55;0;55;-70,76258293;-33,48104797;1
754;54;39;0;39;-70,72829731;-33,48176963;1
755;103;75;17;92;-70,73982197;-33,48168606;1
756;61;44;5;49;-70,72964475;-33,48174924;1
757;138;101;7;108;-70,73466583;-33,4819176;1
758;114;89;10;99;-70,73686108;-33,4817261;1
759;82;64;8;72;-70,74089369;-33,48179315;1
760;36;21;11;32;-70,74334033;-33,48161752;1
761;77;54;7;61;-70,73813013;-33,48176484;1
762;127;90;11;101;-70,73498399;-33,4820808;1
763;141;107;0;107;-70,76126342;-33,48180939;1
764;74;60;0;60;-70,74865956;-33,48177756;1
765;94;69;9;78;-70,73957608;-33,48199259;1
766;60;44;8;52;-70,74422568;-33,48207659;1
767;45;31;10;41;-70,743692;-33,48201073;1
768;160;114;16;130;-70,7352775;-33,48225247;1
769;84;57;13;70;-70,74228859;-33,48196619;1
770;31;21;4;25;-70,74309773;-33,4819376;1
771;181;140;13;153;-70,73556787;-33,4824138;1
772;67;47;8;55;-70,73788838;-33,4820856;1
773;120;92;0;92;-70,76063741;-33,48196016;1
774;66;47;8;55;-70,73881784;-33,48224299;1
775;71;55;7;62;-70,74203913;-33,48227428;1
776;91;64;11;75;-70,7403682;-33,48243985;1
777;173;130;11;141;-70,73618769;-33,48271457;1
778;71;55;8;63;-70,74456777;-33,48253236;1
779;35;25;0;25;-70,76011914;-33,48213628;1
780;62;48;7;55;-70,74077617;-33,4825954;1
781;166;133;9;142;-70,73651793;-33,48283156;1
782;81;53;16;69;-70,74271694;-33,4826544;1
783;77;56;10;66;-70,74126033;-33,48270148;1
784;154;112;9;121;-70,73686939;-33,48293575;1
785;68;53;11;64;-70,74311597;-33,4828205;1
786;149;113;12;125;-70,73731804;-33,48302402;1
787;67;57;4;61;-70,74165881;-33,48286261;1
788;39;23;14;37;-70,7451284;-33,48290492;1
789;53;39;8;47;-70,74352497;-33,48299093;1
790;50;36;0;36;-70,74840859;-33,48275841;1
791;258;190;26;216;-70,75797707;-33,48406292;1
792;15;11;0;11;-70,74555469;-33,48474791;0
793;62;49;0;49;-70,74765872;-33,4830528;1
794;115;88;10;98;-70,74492483;-33,48349258;1
795;69;45;0;45;-70,76466274;-33,48278796;1
796;55;40;0;40;-70,76595948;-33,48283382;1
797;77;55;9;64;-70,74383049;-33,48345631;1
798;106;81;8;89;-70,7425079;-33,48339432;1
799;74;54;13;67;-70,74852575;-33,48332033;1
800;52;37;6;43;-70,75765063;-33,48350438;1
801;21;17;0;17;-70,74443888;-33,48353795;0
802;90;60;23;83;-70,74746374;-33,4841412;1
803;55;39;8;47;-70,74556362;-33,48359179;1
804;40;22;13;35;-70,74778064;-33,48364157;1
805;38;31;0;31;-70,74913009;-33,48360785;1
806;66;42;0;42;-70,76570891;-33,48323775;1
807;190;147;20;167;-70,75561169;-33,48472052;1
808;68;46;14;60;-70,74839072;-33,48392859;1
809;324;242;31;273;-70,75467851;-33,48496329;1
810;69;50;10;60;-70,74442657;-33,48398592;1
811;92;65;6;71;-70,77056496;-33,48402358;1
812;102;71;4;75;-70,76697174;-33,48370503;1
813;96;64;6;70;-70,77007548;-33,48394877;1
814;69;44;11;55;-70,74925774;-33,48417403;1
815;102;73;8;81;-70,76968709;-33,48407164;1
816;115;73;6;79;-70,76744008;-33,48394642;1
817;499;355;28;383;-70,73605599;-33,48480908;1
818;104;68;13;81;-70,76929341;-33,48418711;1
819;105;80;0;80;-70,76406154;-33,48407803;1
820;103;81;16;97;-70,75662377;-33,484745;1
821;80;58;11;69;-70,76617873;-33,48414827;1
822;140;102;4;106;-70,76802933;-33,48415889;1
823;27;15;0;15;-70,74853043;-33,48448518;0
824;98;70;8;78;-70,76251196;-33,48425553;1
825;63;44;0;44;-70,7644526;-33,48423758;1
826;106;77;4;81;-70,76202003;-33,48430442;1
827;32;22;0;22;-70,74988165;-33,48449685;1
828;106;83;0;83;-70,76158203;-33,48433947;1
829;99;72;5;77;-70,76114305;-33,48437476;1
830;93;70;4;74;-70,76004167;-33,48439689;1
831;80;52;0;52;-70,76480219;-33,48444001;1
832;66;47;9;56;-70,7491807;-33,48479992;1
833;116;85;11;96;-70,76832647;-33,48446399;1
834;142;110;15;125;-70,75702414;-33,48549048;1
835;101;76;5;81;-70,76356038;-33,484685;1
836;93;68;0;68;-70,76514909;-33,48463903;1
837;129;90;10;100;-70,76743827;-33,48487144;1
838;306;238;22;260;-70,76090062;-33,48556578;1
839;114;70;12;82;-70,77150439;-33,48468963;1
840;51;36;7;43;-70,75374965;-33,48494635;1
841;161;121;13;134;-70,75766812;-33,48583181;1
842;47;32;9;41;-70,75002144;-33,48502643;1
843;87;66;11;77;-70,76860713;-33,48476211;1
844;102;82;0;82;-70,76389001;-33,4849151;1
845;106;79;0;79;-70,76545708;-33,48489567;1
846;62;46;0;46;-70,76214165;-33,48481757;1
847;454;328;52;380;-70,75411007;-33,48645873;1
848;74;54;0;54;-70,76097408;-33,48489607;1
849;98;68;10;78;-70,74884627;-33,48558115;1
850;153;108;13;121;-70,7583364;-33,48619057;1
851;32;24;4;28;-70,74932968;-33,485317;1
852;98;65;19;84;-70,75010359;-33,48545678;1
853;98;81;0;81;-70,76423515;-33,48512317;1
854;206;145;15;160;-70,76560309;-33,48543372;1
855;230;158;6;164;-70,73838131;-33,48550249;1
856;224;159;11;170;-70,73728669;-33,48554523;1
857;223;157;7;164;-70,7731405;-33,4850504;1
858;365;262;17;279;-70,73656622;-33,48560025;1
859;352;254;23;277;-70,73587085;-33,4856186;1
860;354;252;17;269;-70,73508151;-33,485644;1
861;374;267;15;282;-70,7343511;-33,48565138;1
862;181;132;13;145;-70,76989298;-33,48527017;1
863;139;98;0;98;-70,76353603;-33,4854109;1
864;92;71;5;76;-70,76458643;-33,48532086;1
865;107;89;5;94;-70,76191645;-33,48523674;1
866;53;40;9;49;-70,75349579;-33,48550882;1
867;200;158;10;168;-70,76598988;-33,48565585;1
868;877;606;35;641;-70,74084532;-33,48644821;1
869;595;417;23;440;-70,74662041;-33,49120637;1
870;55;39;0;39;-70,75948798;-33,48564611;1
871;109;83;6;89;-70,76495369;-33,48550108;1
872;90;64;17;81;-70,75526627;-33,48576162;1
873;131;97;0;97;-70,76335014;-33,48576116;1
874;88;68;0;68;-70,73810196;-33,48645619;1
875;115;77;8;85;-70,77313398;-33,48545293;1
876;161;124;4;128;-70,76726971;-33,48575829;1
877;86;59;6;65;-70,7322842;-33,48607547;1
878;102;74;4;78;-70,7701019;-33,48552269;1
879;78;59;0;59;-70,73264895;-33,48604034;1
880;79;60;0;60;-70,73308685;-33,48601273;1
881;56;45;0;45;-70,7602266;-33,4858349;1
882;167;119;10;129;-70,77242737;-33,48592193;1
883;78;59;5;64;-70,76240415;-33,48573607;1
884;56;41;7;48;-70,75437798;-33,48597871;1
885;131;91;7;98;-70,76921978;-33,48590608;1
886;139;98;8;106;-70,77045297;-33,48572618;1
887;96;66;12;78;-70,77356406;-33,48568859;1
888;34;31;0;31;-70,7399045;-33,48615413;1
889;86;63;0;63;-70,73901143;-33,48608286;1
890;93;72;0;72;-70,76640973;-33,48589977;1
891;85;57;7;64;-70,73672314;-33,48615459;1
892;290;214;31;245;-70,75237043;-33,48679747;1
893;43;30;0;30;-70,73584387;-33,48627473;1
894;601;446;54;500;-70,75994613;-33,48695363;1
895;27;19;0;19;-70,73543243;-33,48629007;0
896;69;58;4;62;-70,7345982;-33,48621636;1
897;111;84;5;89;-70,76456885;-33,48601692;1
898;0;0;0;0;-70,76303154;-33,48607774;0
899;121;94;6;100;-70,73384541;-33,4868886;1
900;130;92;0;92;-70,77399373;-33,48590955;1
901;106;73;6;79;-70,73768125;-33,48679686;1
902;124;88;9;97;-70,77088868;-33,48597542;1
903;94;70;8;78;-70,73279546;-33,4864749;1
904;91;72;0;72;-70,76676615;-33,48610844;1
905;92;60;4;64;-70,73898994;-33,48684245;1
906;79;57;0;57;-70,73857289;-33,48685595;1
907;79;53;0;53;-70,73723263;-33,48690078;1
908;102;69;4;73;-70,73681827;-33,4869076;1
909;57;40;8;48;-70,75525403;-33,48645414;1
910;113;87;6;93;-70,76438055;-33,48636808;1
911;162;116;6;122;-70,77442896;-33,48613116;1
912;56;40;0;40;-70,73465394;-33,48655821;1
913;80;69;0;69;-70,76710985;-33,48630758;1
914;96;64;9;73;-70,77135092;-33,48623389;1
915;62;45;0;45;-70,76340253;-33,48633643;1
916;58;46;5;51;-70,73317419;-33,48670717;1
917;174;135;12;147;-70,76862643;-33,48655272;1
918;50;40;0;40;-70,73965928;-33,48658639;1
919;50;33;8;41;-70,75311615;-33,4866358;1
920;69;49;14;63;-70,75631549;-33,48673963;1
921;164;129;11;140;-70,76654847;-33,48662328;1
922;68;57;0;57;-70,7359187;-33,48670639;1
923;147;104;4;108;-70,77610831;-33,48646736;1
924;106;76;8;84;-70,770411;-33,48658669;1
925;65;48;0;48;-70,76769345;-33,48645653;1
926;107;87;0;87;-70,73283718;-33,48722453;1
927;33;24;0;24;-70,76377967;-33,48655078;1
928;118;82;0;82;-70,77179909;-33,48647639;1
929;54;45;0;45;-70,75343658;-33,48685394;1
930;105;67;5;72;-70,77458987;-33,48641202;1
931;73;47;0;47;-70,73471297;-33,48689798;1
932;88;62;13;75;-70,75676161;-33,48697811;1
933;43;32;0;32;-70,73330589;-33,48699536;1
934;389;300;25;325;-70,76334388;-33,48701947;1
935;57;48;0;48;-70,73967833;-33,4869155;1
936;32;25;0;25;-70,76423622;-33,48674066;1
937;59;35;14;49;-70,7537853;-33,48703047;1
938;80;49;7;56;-70,73593219;-33,48703058;1
939;103;67;9;76;-70,77503037;-33,48662006;1
940;269;192;18;210;-70,74316137;-33,48771993;1
941;158;113;4;117;-70,77199404;-33,48681903;1
942;84;68;0;68;-70,76806584;-33,48686598;1
943;75;49;17;66;-70,75720864;-33,48718436;1
944;67;52;0;52;-70,75413851;-33,48720837;1
945;51;38;0;38;-70,73343417;-33,48728397;1
946;37;27;0;27;-70,73502229;-33,48730527;1
947;37;26;0;26;-70,77434627;-33,48697947;1
948;37;26;0;26;-70,73457377;-33,48730937;1
949;135;101;6;107;-70,76632449;-33,48704222;1
950;94;68;0;68;-70,77542427;-33,48682894;1
951;60;43;0;43;-70,75229613;-33,48737289;1
952;62;50;0;50;-70,73968915;-33,48724933;1
953;95;73;5;78;-70,76840611;-33,48706461;1
954;125;81;7;88;-70,77269938;-33,4869729;1
955;66;46;5;51;-70,73594944;-33,48735784;1
956;72;40;24;64;-70,75794042;-33,4874168;1
957;135;86;13;99;-70,73181392;-33,48783661;1
958;97;62;10;72;-70,73223572;-33,48793057;1
959;47;36;6;42;-70,7548421;-33,48734903;1
960;159;122;5;127;-70,76599461;-33,48730992;1
961;157;120;5;125;-70,76995722;-33,48732274;1
962;161;125;5;130;-70,76790744;-33,48741868;1
963;99;73;4;77;-70,77582479;-33,48704737;1
964;32;25;0;25;-70,73356654;-33,48757464;1
965;95;77;0;77;-70,76875888;-33,48727302;1
966;531;346;26;372;-70,74130018;-33,48881887;1
967;90;62;19;81;-70,75613877;-33,48754916;1
968;102;70;0;70;-70,77308171;-33,48719529;1
969;331;243;16;259;-70,77640794;-33,48754705;1
970;52;36;5;41;-70,73970305;-33,48761795;1
971;81;61;6;67;-70,73903378;-33,48796517;1
972;74;58;9;67;-70,73861931;-33,48797911;1
973;627;431;31;462;-70,74397504;-33,48880145;1
974;81;60;5;65;-70,73794793;-33,48799868;1
975;81;60;0;60;-70,73727153;-33,48801533;1
976;71;60;0;60;-70,73685929;-33,48802754;1
977;65;43;0;43;-70,73645128;-33,4880388;1
978;112;89;15;104;-70,7353429;-33,48774102;1
979;45;36;0;36;-70,76590115;-33,48765112;1
980;13;0;0;0;-70,75977062;-33,4874138;0
981;65;47;4;51;-70,77781216;-33,48731701;1
982;143;95;15;110;-70,77346909;-33,48739193;1
983;95;74;0;74;-70,76917708;-33,48750476;1
984;55;36;12;48;-70,75463449;-33,48767536;1
985;28;0;0;0;-70,76020661;-33,48754071;0
986;94;77;0;77;-70,73424477;-33,48818151;1
987;131;91;9;100;-70,76542672;-33,48771458;1
988;106;82;0;82;-70,76730336;-33,48760873;1
989;107;81;7;88;-70,77220337;-33,48760343;1
990;45;36;0;36;-70,76107673;-33,4876245;1
991;56;36;8;44;-70,76197495;-33,48764669;1
992;32;23;4;27;-70,73377456;-33,48794281;1
993;21;14;0;14;-70,75532225;-33,48780727;0
994;372;278;36;314;-70,75886546;-33,48784192;1
995;45;30;7;37;-70,76341422;-33,48769402;1
996;96;69;8;77;-70,73363831;-33,48824504;1
